,Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
0,2023-09-10,140.01,199.0,13217,1696,97.41
1,2023-09-03,154.76,199.0,13423,1696,98.93
2,2023-08-27,156.39,199.0,12737,1696,93.88
3,2023-08-20,164.95,199.0,13499,1696,99.49
4,2023-08-13,184.73,199.0,13362,1696,98.48
5,2023-08-06,190.0,199.0,13124,1696,96.73
6,2023-07-30,189.94,199.0,14814,1696,97.05
7,2023-07-23,187.09,199.0,13202,1696,97.3
8,2023-07-16,183.8,199.0,14358,1696,94.06
9,2023-07-09,190.78,199.0,12749,1696,93.96
10,2023-07-02,186.7,199.0,13314,1696,98.13
11,2023-06-25,183.71,199.0,13183,1696,97.16
12,2023-06-18,181.86,199.0,12918,1696,95.21
13,2023-06-11,178.49,199.0,12798,1696,94.32
14,2023-06-04,172.85,199.0,12933,1696,95.32
15,2023-05-28,177.18,199.0,12676,1696,93.43
16,2023-05-21,169.61,199.0,12645,1696,93.2
17,2023-05-14,156.24,199.0,12545,1696,92.46
18,2023-05-07,163.03,199.0,12152,1696,89.56
19,2023-04-30,166.49,199.0,12946,1696,95.42
20,2023-04-23,168.96,199.0,12816,1696,94.46
21,2023-04-16,190.43,199.0,14840,1696,97.22
22,2023-04-09,220.08,199.0,13541,1696,99.8
23,2023-04-02,168.81,199.0,13410,1696,98.84
24,2023-03-26,159.41,199.0,13367,1696,98.52
25,2023-03-19,166.14,199.0,13557,1696,99.92
26,2023-03-12,121.86,199.0,13441,1696,99.06
27,2023-03-05,129.36,199.0,13030,1696,96.03
28,2023-02-26,142.55,199.0,13548,1696,99.85
29,2023-02-19,144.24,199.0,13378,1696,98.6
30,2023-02-12,127.19,199.0,12786,1696,94.24
31,2023-02-05,126.5,199.0,12564,1696,92.6
32,2023-01-29,132.66,199.0,12707,1696,93.65
33,2023-01-22,139.0,199.0,12917,1696,95.2
34,2023-01-15,144.94,199.0,13011,1696,95.89
35,2023-01-08,147.48,199.0,13550,1696,99.87
36,2023-01-01,284.89,199.0,15147,1696,99.23
37,2022-12-25,226.48,199.0,11437,1696,96.34
38,2022-12-18,185.67,199.0,13190,1696,97.21
39,2022-12-11,176.59,199.0,13398,1696,98.75
40,2022-12-04,167.92,199.0,12881,1696,94.94
41,2022-11-27,209.43,199.0,12772,1696,94.13
42,2022-11-20,138.08,199.0,13445,1696,99.09
43,2022-11-13,116.26,199.0,13227,1696,97.49
44,2022-11-06,131.71,199.0,13371,1696,98.55
45,2022-10-30,129.89,199.0,13124,1696,96.73
46,2022-10-23,126.63,199.0,13541,1696,99.8
47,2022-10-16,134.3,199.0,13517,1696,99.62
48,2022-10-09,153.37,199.0,13471,1696,99.29
49,2022-10-02,118.96,199.0,13231,1696,97.52
50,2022-09-25,131.31,199.0,12973,1696,95.61
51,2022-09-18,126.65,199.0,12942,1696,95.39
52,2022-09-11,123.38,199.0,12808,1696,94.4
53,2022-09-04,135.44,199.0,12979,1696,95.66
54,2022-08-28,135.78,199.0,13226,1696,97.48
55,2022-08-21,146.45,199.0,13524,1696,99.68
56,2022-08-14,154.33,199.0,13297,1696,98.0
57,2022-08-07,167.1,199.0,13302,1696,98.04
58,2022-07-31,163.88,199.0,13221,1696,97.44
59,2022-07-24,162.74,199.0,14960,1696,98.01
60,2022-07-17,161.61,199.0,13183,1696,97.16
61,2022-07-10,158.58,199.0,14872,1696,97.43
62,2022-07-03,161.0,199.0,13431,1696,98.99
63,2022-06-26,156.55,199.0,13524,1696,99.68
64,2022-06-19,145.93,199.0,13343,1696,98.34
65,2022-06-12,145.89,199.0,13374,1696,98.57
66,2022-06-05,142.88,199.0,13050,1696,96.18
67,2022-05-29,148.42,199.0,13477,1696,99.33
68,2022-05-22,136.16,199.0,13009,1696,95.88
69,2022-05-15,129.31,199.0,12659,1696,93.3
70,2022-05-08,130.06,199.0,13195,1696,97.25
71,2022-05-01,128.8,199.0,12697,1696,93.58
72,2022-04-24,149.19,199.0,13411,1696,98.84
73,2022-04-17,169.02,199.0,15152,1696,99.27
74,2022-04-10,138.93,199.0,13491,1696,99.43
75,2022-04-03,126.56,199.0,12979,1696,95.66
76,2022-03-27,129.44,199.0,13208,1696,97.35
77,2022-03-20,132.74,199.0,13399,1696,98.75
78,2022-03-13,117.46,199.0,12916,1696,95.19
79,2022-03-06,86.76,199.0,12622,1696,93.03
80,2022-02-27,119.03,199.0,13347,1696,98.37
81,2022-02-20,112.7,199.0,12932,1696,95.31
82,2022-02-13,99.03,199.0,12875,1696,94.89
83,2022-02-06,95.09,199.0,12185,1696,89.81
84,2022-01-30,90.09,199.0,11219,1696,82.69
85,2022-01-23,93.92,199.0,11186,1696,82.44
86,2022-01-16,106.58,199.0,9992,1696,73.64
87,2022-01-09,116.45,199.0,11057,1696,81.49
88,2022-01-02,191.89,199.0,7727,1696,91.12
89,2021-12-19,160.62,199.0,13422,1696,98.92
90,2021-12-12,146.96,199.0,13491,1696,99.43
91,2021-12-05,146.19,199.0,13293,1696,97.97
92,2021-11-28,192.88,199.0,13147,1696,96.9
93,2021-11-21,120.5,199.0,13201,1696,97.3
94,2021-11-14,117.8,199.0,13451,1696,99.14
95,2021-11-07,121.11,199.0,11762,1696,99.07
96,2021-10-31,115.71,199.0,11049,1696,93.07
97,2021-10-24,119.03,199.0,13431,1696,98.99
98,2021-10-17,119.82,199.0,13495,1696,99.46
99,2021-10-10,119.43,199.0,13547,1696,99.85
100,2021-10-03,118.56,199.0,13532,1696,99.73
101,2021-09-26,138.67,199.0,13476,1696,99.32
102,2021-09-19,126.78,199.0,11735,1696,98.85
103,2020-03-08,99.05,237.0,11979,1696,88.29
104,2020-03-01,114.16,237.0,12391,1696,91.33
105,2020-02-23,140.55,225.0,13099,1696,96.54
106,2020-02-16,130.91,225.0,12784,1696,94.22
107,2020-02-09,111.14,237.0,12769,1696,94.11
108,2020-02-02,113.66,225.0,12363,1696,91.12
109,2020-01-26,124.68,237.0,12955,1696,95.48
110,2020-01-19,131.81,237.0,12804,1696,94.37
111,2020-01-12,126.22,250.0,12756,1696,94.02
112,2020-01-05,185.62,347.0,13431,1696,98.99
113,2019-12-29,228.82,427.0,15227,1696,99.76
114,2019-12-22,175.05,397.0,12878,1696,94.91
115,2019-12-15,162.63,297.0,12816,1696,94.46
116,2019-12-08,172.55,426.0,12635,1696,93.12
117,2019-12-01,192.12,434.0,12759,1696,94.04
118,2019-11-24,148.02,426.0,12477,1696,91.96
119,2019-11-17,132.36,252.0,12511,1696,92.21
120,2019-11-10,146.1,225.0,13151,1696,96.93
121,2019-11-03,150.1,250.0,13113,1696,96.65
122,2019-10-27,154.68,347.0,12924,1696,95.25
123,2019-10-20,160.32,237.0,13309,1696,98.09
124,2019-10-13,167.55,250.0,13384,1696,98.64
125,2019-10-06,146.6,237.0,13296,1696,98.0
126,2019-09-29,136.12,237.0,13471,1696,99.29
127,2019-09-22,140.31,237.0,13162,1696,97.01
128,2019-09-15,138.05,225.0,12832,1696,94.58
129,2019-09-08,141.58,225.0,11854,1696,87.37
130,2019-09-01,161.68,225.0,12596,1696,92.84
131,2019-08-25,166.22,225.0,12481,1696,91.99
132,2019-08-18,173.08,225.0,13368,1696,98.53
133,2019-08-11,186.05,225.0,13218,1696,97.42
134,2019-08-04,188.82,225.0,13181,1696,97.15
135,2019-07-28,187.73,225.0,14760,1696,96.7
136,2019-07-21,187.3,225.0,13551,1696,99.87
137,2019-07-14,187.67,225.0,12759,1696,94.04
138,2019-07-07,190.91,225.0,13519,1696,99.64
139,2019-06-30,179.18,225.0,13550,1696,99.87
140,2019-06-23,178.53,225.0,13569,1696,100.01
141,2019-06-16,171.79,225.0,13565,1696,99.98
142,2019-06-09,170.77,225.0,13562,1696,99.96
143,2019-06-02,165.59,225.0,13480,1696,99.35
144,2019-05-26,170.94,225.0,13556,1696,99.91
145,2019-05-19,156.31,225.0,13490,1696,99.43
146,2019-05-12,151.94,225.0,13440,1696,99.06
147,2019-05-05,164.05,225.0,13541,1696,99.8
148,2019-04-28,180.66,225.0,13569,1696,100.01
149,2019-04-21,206.81,225.0,15230,1696,99.78
150,2019-04-14,166.76,225.0,13465,1696,99.24
151,2019-04-07,159.83,225.0,13515,1696,99.61
152,2019-03-31,159.11,225.0,13568,1696,100.0
153,2019-03-24,156.84,225.0,13568,1696,100.0
154,2019-03-17,149.14,225.0,13571,1696,100.02
155,2019-03-10,130.49,225.0,13363,1696,98.49
156,2019-03-03,137.12,225.0,13094,1696,96.51
157,2019-02-24,148.72,225.0,13568,1696,100.0
158,2019-02-17,144.94,225.0,13565,1696,99.98
159,2019-02-10,129.13,225.0,13495,1696,99.46
160,2019-02-03,124.34,225.0,13263,1696,97.75
161,2019-01-27,138.19,225.0,13389,1696,98.68
162,2019-01-20,135.02,225.0,13291,1696,97.96
163,2019-01-13,141.67,225.0,13049,1696,96.17
164,2019-01-06,183.95,225.0,13418,1696,98.89
165,2018-12-30,242.15,225.0,15267,1696,100.02
166,2018-12-23,203.63,225.0,13560,1696,99.94
167,2018-12-16,174.62,225.0,13480,1696,99.35
168,2018-12-09,173.09,225.0,13459,1696,99.2
169,2018-12-02,162.06,225.0,13567,1696,99.99
170,2018-11-25,206.2,225.0,13464,1696,99.23
171,2018-11-18,151.21,225.0,13469,1696,99.27
172,2018-11-11,153.81,225.0,13539,1696,99.79
173,2018-11-04,154.44,225.0,13537,1696,99.77
174,2018-10-28,155.74,225.0,13508,1696,99.56
175,2018-10-21,163.93,225.0,13524,1696,99.68
176,2018-10-14,160.64,225.0,13427,1696,98.96
177,2018-10-07,167.78,225.0,13572,1696,100.03
178,2018-09-30,146.66,225.0,13570,1696,100.01
179,2018-09-23,150.89,225.0,13566,1696,99.99
180,2018-09-16,142.36,225.0,13529,1696,99.71
181,2018-09-09,141.27,225.0,13270,1696,97.8
182,2018-09-02,156.4,225.0,13495,1696,99.46
183,2018-08-26,161.58,225.0,13374,1696,98.57
184,2018-08-19,172.44,225.0,13570,1696,100.01
185,2018-08-12,177.74,225.0,13571,1696,100.02
186,2018-08-05,182.43,225.0,13573,1696,100.04
187,2018-07-29,182.42,225.0,15263,1696,99.99
188,2018-07-22,184.03,225.0,13520,1696,99.65
189,2018-07-15,179.73,225.0,15145,1696,99.22
190,2018-07-08,183.79,225.0,13568,1696,100.0
191,2018-07-01,171.84,225.0,13569,1696,100.01
192,2018-06-24,170.06,225.0,13572,1696,100.03
193,2018-06-17,168.42,225.0,13568,1696,100.0
194,2018-06-10,162.4,225.0,13571,1696,100.02
195,2018-06-03,161.36,225.0,13539,1696,99.79
196,2018-05-27,162.82,225.0,13514,1696,99.6
197,2018-05-20,157.98,225.0,13554,1696,99.9
198,2018-05-13,154.48,225.0,11876,1696,100.03
199,2018-05-06,156.58,225.0,13520,1696,99.65
200,2018-04-29,157.74,225.0,13530,1696,99.72
201,2018-04-22,157.46,225.0,13449,1696,99.12
202,2018-04-15,157.62,225.0,13552,1696,99.88
203,2018-04-08,185.02,225.0,13551,1696,99.87
204,2018-04-01,202.55,225.0,15266,1696,100.01
205,2018-03-25,157.58,225.0,13146,1696,96.89
206,2018-03-18,149.27,225.0,13569,1696,100.01
207,2018-03-11,130.76,225.0,13571,1696,100.02
208,2018-03-04,134.53,225.0,13360,1696,98.47
209,2018-02-25,145.68,225.0,13567,1696,99.99
210,2018-02-18,149.53,225.0,13573,1696,100.04
211,2018-02-11,128.84,225.0,13386,1696,98.66
212,2018-02-04,125.08,225.0,13329,1696,98.24
213,2018-01-28,133.63,225.0,13465,1696,99.24
214,2018-01-21,136.83,225.0,13539,1696,99.79
215,2018-01-14,143.17,225.0,13561,1696,99.95
216,2018-01-07,173.22,225.0,15141,1696,99.19
217,2017-12-31,228.39,225.0,13573,1696,100.04
218,2017-12-24,197.98,225.0,13551,1696,99.87
219,2017-12-17,172.9,225.0,13515,1696,99.61
220,2017-12-10,170.52,225.0,13519,1696,99.64
221,2017-12-03,154.16,225.0,13543,1696,99.82
222,2017-11-26,195.67,225.0,13550,1696,99.87
223,2017-11-19,148.05,225.0,11876,1696,100.03
224,2017-11-12,140.7,225.0,13563,1696,99.96
225,2017-11-05,138.65,225.0,11866,1696,99.95
226,2017-10-29,148.96,225.0,13556,1696,99.91
227,2017-10-22,150.92,225.0,13507,1696,99.55
228,2017-10-15,153.32,225.0,13562,1696,99.96
229,2017-10-08,167.87,225.0,13567,1696,99.99
230,2017-10-01,138.32,225.0,13565,1696,99.98
231,2017-09-24,137.13,225.0,13560,1696,99.94
232,2017-09-17,132.83,225.0,13489,1696,99.42
233,2017-09-10,130.55,225.0,13523,1696,99.67
234,2017-09-03,147.37,225.0,13570,1696,100.01
235,2017-08-27,153.12,225.0,13410,1696,98.84
236,2017-08-20,158.29,225.0,13568,1696,100.0
237,2017-08-13,163.7,225.0,13561,1696,99.95
238,2017-08-06,168.02,225.0,13548,1696,99.85
239,2017-07-30,169.81,225.0,15211,1696,99.65
240,2017-07-23,170.33,225.0,13567,1696,99.99
241,2017-07-16,164.58,225.0,15261,1696,99.98
242,2017-07-09,167.37,225.0,13519,1696,99.64
243,2017-07-02,158.94,225.0,15251,1696,99.91
244,2017-06-25,158.17,225.0,13569,1696,100.01
245,2017-06-18,156.38,225.0,13574,1696,100.04
246,2017-06-11,154.52,225.0,13570,1696,100.01
247,2017-06-04,150.68,225.0,13484,1696,99.38
248,2017-05-28,152.99,225.0,13556,1696,99.91
249,2017-05-21,146.15,225.0,13522,1696,99.66
250,2017-05-14,139.35,225.0,11758,1696,99.04
251,2017-05-07,144.77,225.0,13470,1696,99.28
252,2017-04-30,142.69,225.0,13503,1696,99.52
253,2017-04-23,161.49,225.0,13325,1696,98.21
254,2017-04-16,188.95,225.0,15151,1696,99.26
255,2017-04-09,153.46,225.0,13510,1696,99.57
256,2017-04-02,148.82,225.0,13490,1696,99.43
257,2017-03-26,142.03,225.0,13523,1696,99.67
258,2017-03-19,147.4,225.0,13544,1696,99.82
259,2017-03-05,112.84,225.0,13565,1696,99.98
260,2017-02-26,137.15,225.0,13574,1696,100.04
261,2017-02-19,137.7,225.0,13399,1696,98.75
262,2017-02-12,115.72,225.0,13423,1696,98.93
263,2017-02-05,119.07,225.0,12987,1696,95.72
264,2017-01-29,123.18,225.0,13374,1696,98.57
265,2017-01-22,124.44,225.0,13317,1696,98.15
266,2017-01-15,134.17,225.0,13421,1696,98.92
267,2017-01-08,150.73,225.0,13572,1696,100.03
268,2017-01-01,202.96,225.0,15266,1696,100.01
269,2016-12-25,182.22,225.0,11683,1696,98.41
270,2016-12-18,166.27,225.0,13178,1696,97.13
271,2016-12-11,158.41,225.0,13382,1696,98.63
272,2016-12-04,153.19,225.0,12401,1696,91.4
273,2016-11-27,184.87,225.0,13503,1696,99.52
274,2016-11-20,135.94,225.0,13331,1696,98.25
275,2016-11-13,135.87,225.0,13534,1696,99.75
276,2016-11-06,139.27,225.0,13176,1696,97.11
277,2016-10-30,137.7,225.0,13345,1696,98.36
278,2016-10-23,146.22,225.0,13486,1696,99.4
279,2016-10-16,145.24,225.0,13514,1696,99.6
280,2016-10-09,152.56,225.0,13476,1696,99.32
281,2016-10-02,140.45,225.0,13258,1696,97.72
282,2016-09-25,133.95,225.0,13356,1696,98.44
283,2016-09-18,140.56,225.0,13155,1696,96.96
284,2016-09-11,133.05,225.0,12875,1696,94.89
285,2016-09-04,140.19,225.0,13323,1696,98.19
286,2016-08-28,143.7,225.0,13454,1696,99.16
287,2016-08-21,152.23,225.0,13453,1696,99.15
288,2016-08-14,165.66,225.0,13485,1696,99.39
289,2016-08-07,169.08,225.0,13558,1696,99.93
290,2016-07-31,168.46,225.0,15164,1696,99.34
291,2016-07-24,171.78,225.0,13453,1696,99.15
292,2016-07-17,167.81,225.0,14981,1696,98.15
293,2016-07-10,171.07,225.0,13185,1696,97.18
294,2016-07-03,159.46,225.0,13573,1696,100.04
295,2016-06-26,155.72,225.0,13570,1696,100.01
296,2016-06-19,155.21,225.0,13571,1696,100.02
297,2016-06-12,152.66,225.0,13572,1696,100.03
298,2016-06-05,152.07,225.0,13544,1696,99.82
299,2016-05-29,152.93,225.0,13552,1696,99.88
300,2016-05-22,151.66,225.0,13560,1696,99.94
301,2016-05-15,145.03,225.0,11384,1696,95.89
302,2016-05-08,148.84,225.0,13489,1696,99.42
303,2016-05-01,143.77,225.0,13567,1696,99.99
304,2016-04-24,148.09,225.0,13477,1696,99.33
305,2016-04-17,144.72,225.0,13402,1696,98.78
306,2016-04-10,148.38,225.0,13452,1696,99.15
307,2016-04-03,168.77,225.0,13566,1696,99.99
308,2016-03-27,172.61,225.0,15236,1696,99.82
309,2016-03-20,150.81,225.0,13554,1696,99.9
310,2016-03-13,127.4,225.0,13413,1696,98.86
311,2016-03-06,109.97,225.0,13289,1696,97.94
312,2016-02-28,108.53,225.0,13536,1696,99.76
313,2016-02-21,136.98,225.0,13518,1696,99.63
314,2016-02-14,126.65,225.0,13557,1696,99.92
315,2016-02-07,116.18,225.0,13198,1696,97.27
316,2016-01-31,116.61,225.0,12979,1696,95.66
317,2016-01-24,121.49,225.0,8750,1696,85.99
318,2016-01-17,124.73,225.0,13310,1696,98.1
319,2016-01-10,134.31,225.0,13491,1696,99.43
320,2016-01-03,189.4,225.0,15198,1696,99.57
321,2015-12-27,190.72,225.0,13570,1696,100.02
322,2015-12-20,163.4,225.0,13172,1696,97.08
323,2015-12-13,150.04,225.0,13390,1696,98.69
324,2015-12-06,150.99,225.0,13139,1696,96.84
325,2015-11-29,180.32,225.0,13512,1696,99.59
326,2015-11-22,129.2,225.0,13255,1696,97.69
327,2015-11-15,120.35,225.0,13572,1696,100.03
328,2015-11-08,130.4,225.0,13534,1696,99.75
329,2015-11-01,124.65,225.0,13162,1696,97.01
330,2015-10-25,140.17,225.0,13569,1696,100.01
331,2015-10-18,142.4,225.0,13568,1696,100.0
332,2015-10-11,149.82,225.0,13571,1696,100.02
333,2015-10-04,139.46,225.0,13569,1696,100.01
334,2015-09-27,129.59,225.0,13570,1696,100.02
335,2015-09-20,132.04,225.0,13570,1696,100.02
336,2015-09-13,127.36,225.0,13563,1696,99.96
337,2015-09-06,128.29,225.0,13574,1696,100.04
338,2015-08-30,143.62,225.0,12778,1696,94.18
339,2015-08-23,146.3,225.0,13576,1696,100.06
340,2015-08-16,164.92,225.0,13128,1696,96.76
341,2015-08-09,171.98,225.0,13569,1696,100.01
342,2015-08-02,173.37,225.0,15137,1696,99.17
343,2015-07-26,177.49,225.0,13570,1696,100.02
344,2015-07-19,173.51,225.0,15100,1696,98.93
345,2015-07-12,170.32,225.0,13556,1696,99.91
346,2015-07-05,157.56,225.0,13603,1700,100.02
347,2015-06-28,155.9,225.0,13603,1700,100.02
348,2015-06-21,158.44,225.0,13600,1700,100.0
349,2015-06-14,155.76,225.0,13500,1700,99.26
350,2015-06-07,144.55,225.0,13557,1700,99.68
351,2015-05-31,149.28,225.0,13578,1700,99.84
352,2015-05-24,151.94,225.0,13601,1700,100.01
353,2015-05-17,145.59,197.5,13508,1700,99.32
354,2015-05-10,148.24,197.5,11480,1700,96.47
355,2015-05-03,147.51,197.5,12937,1700,95.13
356,2015-04-26,145.52,197.5,13557,1700,99.68
357,2015-04-19,139.79,197.5,13187,1700,96.96
358,2015-04-12,170.67,197.5,13436,1700,98.79
359,2015-04-05,172.18,197.5,15295,1700,99.97
360,2015-03-29,152.97,197.5,13494,1700,99.22
361,2015-03-22,140.89,197.5,13499,1700,99.26
362,2015-03-15,134.29,197.5,13587,1700,99.9
363,2015-03-08,111.11,197.5,13051,1700,95.96
364,2015-03-01,114.38,197.5,13036,1700,95.85
365,2015-02-22,143.01,197.5,13569,1700,99.77
366,2015-02-15,128.36,197.5,13447,1700,98.88
367,2015-02-08,111.03,197.5,13180,1700,96.91
368,2015-02-01,112.94,197.5,11847,1700,99.55
369,2015-01-25,125.71,197.5,13056,1700,96.0
370,2015-01-18,130.43,197.5,13200,1700,97.06
371,2015-01-11,138.0,197.5,13337,1700,98.07
372,2015-01-04,184.86,197.5,13605,1700,100.04
373,2014-12-28,188.51,197.5,15306,1700,100.04
374,2014-12-21,170.47,197.5,12908,1700,94.91
375,2014-12-14,152.34,197.5,12637,1700,92.92
376,2014-12-07,155.32,197.5,12360,1700,90.88
377,2014-11-30,178.12,197.5,13602,1700,100.02
378,2014-11-23,126.75,197.5,13503,1700,99.29
379,2014-11-16,114.72,197.5,13319,1700,97.93
380,2014-11-09,128.7,197.5,13502,1700,99.28
381,2014-11-02,126.93,197.5,13395,1700,98.49
382,2014-10-26,137.16,197.5,13496,1700,99.24
383,2014-10-19,141.29,197.5,13414,1700,98.63
384,2014-10-12,150.71,197.5,13604,1700,100.03
385,2014-10-05,137.77,197.5,13456,1700,98.94
386,2014-09-28,130.46,197.5,13446,1700,98.87
387,2014-09-21,128.8,197.5,13516,1700,99.38
388,2014-09-14,128.03,197.5,13478,1700,99.1
389,2014-09-07,125.23,197.5,13396,1700,98.5
390,2014-08-31,142.03,197.5,13603,1700,100.02
391,2014-08-24,143.7,197.5,13608,1700,100.06
392,2014-08-17,164.2,197.5,13450,1700,98.9
393,2014-08-10,168.76,197.5,13601,1700,100.01
394,2014-08-03,167.19,197.5,15306,1700,100.04
395,2014-07-27,169.42,0.0,13604,1700,100.03
396,2014-07-20,160.41,197.5,15155,1700,99.05
397,2014-07-13,160.75,197.5,13384,1700,98.41
398,2014-07-06,151.91,197.5,13601,1700,100.01
399,2014-06-29,150.35,197.5,13601,1700,100.01
400,2014-06-22,154.31,197.5,13602,1700,100.02
401,2014-06-15,150.31,197.5,13596,1700,99.97
402,2014-06-08,144.45,197.5,13497,1700,99.24
403,2014-06-01,144.38,197.5,13572,1700,99.79
404,2014-05-25,147.5,197.5,13604,1700,100.03
405,2014-05-18,140.17,197.5,13530,1700,99.49
406,2014-05-11,142.27,197.5,11904,1700,100.03
407,2014-05-04,142.63,197.5,13602,1700,100.02
408,2014-04-27,157.61,197.5,13602,1700,100.02
409,2014-04-20,166.19,197.5,15304,1700,100.03
410,2014-04-13,140.78,197.5,13602,1700,100.02
411,2014-04-06,125.96,197.5,13362,1700,98.25
412,2014-03-30,138.58,197.5,13603,1700,100.02
413,2014-03-23,134.72,197.5,13575,1700,99.82
414,2014-03-16,127.5,197.5,13598,1700,99.99
415,2014-03-09,113.56,197.5,13312,1700,97.88
416,2014-03-02,109.57,197.5,13455,1700,98.93
417,2014-02-23,129.13,197.5,13585,1700,99.89
418,2014-02-16,118.07,197.5,13304,1700,97.82
419,2014-02-09,104.94,197.5,13313,1700,97.89
420,2014-02-02,107.2,197.5,12063,1700,88.7
421,2014-01-26,119.83,197.5,13424,1700,98.71
422,2014-01-19,124.37,197.5,13292,1700,97.74
423,2014-01-12,129.57,197.5,13230,1700,97.28
424,2014-01-05,171.46,197.5,13603,1700,100.02
425,2013-12-29,185.35,197.5,15307,1700,100.05
426,2013-12-22,164.67,197.5,13399,1700,98.52
427,2013-12-15,142.0,197.5,12809,1700,94.18
428,2013-12-08,154.93,197.5,12625,1700,92.83
429,2013-12-01,175.84,197.5,13452,1700,98.91
430,2013-11-24,120.56,197.5,12946,1700,95.19
431,2013-11-17,119.16,197.5,12064,1700,88.71
432,2013-11-10,127.3,197.5,13398,1700,98.51
433,2013-11-03,130.86,197.5,12988,1700,95.5
434,2013-10-27,132.5,197.5,13573,1700,99.8
435,2013-10-20,134.11,197.5,13458,1700,98.96
436,2013-10-13,138.58,197.5,13603,1700,100.02
437,2013-10-06,129.66,197.5,13287,1700,97.7
438,2013-09-29,125.93,197.5,13586,1700,99.9
439,2013-09-22,129.43,197.5,13468,1700,99.03
440,2013-09-15,126.61,197.5,13408,1700,98.59
441,2013-09-08,124.29,197.5,13520,1700,99.41
442,2013-09-01,134.63,197.5,13507,1700,99.32
443,2013-08-25,137.9,197.5,13603,1700,100.02
444,2013-08-18,156.38,197.5,13511,1700,99.35
445,2013-08-11,157.97,197.5,13605,1700,100.04
446,2013-08-04,157.71,197.5,13604,1700,100.03
447,2013-07-28,158.45,197.5,13605,1700,100.04
448,2013-07-21,152.52,197.5,15186,1700,99.25
449,2013-07-14,153.12,197.5,13522,1700,99.43
450,2013-07-07,149.12,197.5,13603,1700,100.02
451,2013-06-30,144.91,197.5,13604,1700,100.03
452,2013-06-23,144.38,197.5,13602,1700,100.02
453,2013-06-16,143.61,197.5,13588,1700,99.91
454,2013-06-09,138.31,197.5,13513,1700,99.36
455,2013-06-02,138.12,197.5,13543,1700,99.58
456,2013-05-26,140.92,197.5,13601,1700,100.01
457,2013-05-19,140.37,197.5,13448,1700,98.88
458,2013-05-12,135.93,197.5,13588,1700,99.91
459,2013-05-05,137.91,197.5,13266,1700,97.54
460,2013-04-28,137.46,197.5,13565,1700,99.74
461,2013-04-21,137.41,197.5,13357,1700,98.21
462,2013-04-14,127.92,197.5,13550,1700,99.63
463,2013-04-07,153.04,197.5,13600,1700,100.0
464,2013-03-31,155.88,197.5,15301,1700,100.01
465,2013-03-24,140.55,197.5,13467,1677,100.38
466,2013-03-17,135.28,197.5,13134,1677,97.9
467,2013-03-10,119.74,197.5,13093,1677,97.59
468,2013-03-03,113.27,197.5,12635,1677,94.18
469,2013-02-24,122.38,197.5,14539,1677,96.33
470,2013-02-17,133.94,197.5,13404,1677,99.91
471,2013-02-10,110.76,197.5,12042,1677,89.76
472,2013-02-03,108.99,197.5,12800,1677,95.41
473,2013-01-27,114.22,197.5,13271,1677,98.92
474,2013-01-20,117.85,197.5,13132,1677,97.88
475,2013-01-13,122.98,197.5,13179,1677,98.23
476,2013-01-06,150.36,197.5,13421,1677,100.04
477,2012-12-30,176.63,197.5,15097,1677,100.03
478,2012-12-23,158.68,197.5,13421,1677,100.04
479,2012-12-16,141.16,197.5,13038,1677,97.18
480,2012-12-09,139.26,197.5,13164,1677,98.12
481,2012-12-02,130.72,197.5,12607,1677,93.97
482,2012-11-25,158.43,197.5,13417,1677,100.01
483,2012-11-18,122.86,197.5,11413,1677,97.22
484,2012-11-11,123.04,197.5,12245,1677,91.27
485,2012-11-04,126.55,197.5,8862,1677,88.07
486,2012-10-28,126.3,197.5,11331,1677,96.52
487,2012-10-21,129.2,197.5,13303,1677,99.16
488,2012-10-14,132.93,197.5,13315,1677,99.25
489,2012-10-07,136.46,197.5,13419,1677,100.02
490,2012-09-30,119.27,197.5,13416,1677,100.0
491,2012-09-23,117.66,197.5,13222,1677,98.55
492,2012-09-16,120.87,197.5,13230,1677,98.61
493,2012-09-09,117.37,197.5,13351,1677,99.52
494,2012-09-02,128.27,197.5,13420,1677,100.03
495,2012-08-26,130.67,197.5,13418,1677,100.02
496,2012-08-19,145.98,197.5,13418,1677,100.02
497,2012-08-12,148.77,197.5,14921,1677,98.86
498,2012-08-05,150.08,197.5,13419,1677,100.02
499,2012-07-29,152.02,197.5,13417,1677,100.01
500,2012-07-22,146.99,197.5,15100,1677,100.05
501,2012-07-15,149.23,197.5,13418,1677,100.02
502,2012-07-08,149.51,197.5,13365,1677,99.62
503,2012-07-01,144.94,197.5,13417,1677,100.01
504,2012-06-24,145.59,197.5,13417,1677,100.01
505,2012-06-17,139.98,197.5,13419,1677,100.02
506,2012-06-10,137.63,197.5,13423,1677,100.05
507,2012-06-03,132.76,197.5,13420,1677,100.03
508,2012-05-27,134.81,197.5,13419,1677,100.02
509,2012-05-20,137.34,197.5,13421,1677,100.04
510,2012-05-13,128.4,197.5,13374,1677,99.69
511,2012-05-06,134.23,197.5,13374,1677,99.69
512,2012-04-29,132.48,197.5,13299,1677,99.13
513,2012-04-22,135.21,197.5,13344,1677,99.46
514,2012-04-15,151.01,197.5,13419,1677,100.02
515,2012-04-08,155.09,197.5,13419,1677,100.02
