Week Endings,Avg Ticket Price ($),Top Ticket Price ($),Seats Sold,Seats in Theatre,% Cap
"JUN 13, 2004",$78.07,$100.00,"14,530","1,793",101.30%
"JUN 6, 2004",$78.25,$100.00,"14,402","1,793",100.40%
"MAY 30, 2004",$78.25,$100.00,"14,487","1,793",101.00%
"MAY 23, 2004",$78.02,$100.00,"14,501","1,793",101.09%
"MAY 16, 2004",$78.04,$100.00,"14,483","1,793",100.97%
"MAY 9, 2004",$78.04,$100.00,"13,990","1,793",97.53%
"MAY 2, 2004",$77.44,$100.00,"14,520","1,793",101.23%
"APR 25, 2004",$77.48,$100.00,"14,509","1,793",101.15%
"APR 18, 2004",$77.49,$100.00,"14,531","1,793",101.30%
"APR 11, 2004",$77.83,$100.00,"14,539","1,793",101.36%
"APR 4, 2004",$77.01,$100.00,"14,452","1,793",100.75%
"MAR 28, 2004",$76.79,$100.00,"14,516","1,793",101.20%
"MAR 21, 2004",$75.87,$100.00,"14,517","1,793",101.21%
"MAR 14, 2004",$75.85,$100.00,"14,397","1,793",100.37%
"MAR 7, 2004",$83.60,$100.00,"13,689","1,793",95.43%
"FEB 29, 2004",$76.66,$100.00,"13,594","1,793",94.77%
"FEB 22, 2004",$77.88,$100.00,"14,530","1,793",101.30%
"FEB 15, 2004",$76.11,$100.00,"13,396","1,793",93.39%
"FEB 8, 2004",$77.20,$100.00,"12,378","1,793",86.29%
"FEB 1, 2004",$77.24,$100.00,"11,913","1,793",83.05%
"JAN 25, 2004",$76.43,$100.00,"12,860","1,793",89.65%
"JAN 18, 2004",$76.49,$100.00,"13,491","1,793",94.05%
"JAN 11, 2004",$77.02,$100.00,"14,366","1,793",100.15%
"JAN 4, 2004",$87.40,$240.00,"14,585","1,793",101.68%
"DEC 28, 2003",$87.69,$240.00,"14,580","1,793",101.65%
"DEC 21, 2003",$78.04,$240.00,"14,545","1,793",101.40%
"DEC 14, 2003",$77.79,$240.00,"14,493","1,793",101.04%
"DEC 7, 2003",$77.77,$240.00,"14,459","1,793",100.80%
"NOV 30, 2003",$84.34,$240.00,"14,569","1,793",101.57%
"NOV 23, 2003",$77.43,$240.00,"13,758","1,793",95.91%
"NOV 16, 2003",$77.46,$240.00,"13,846","1,793",96.53%
"NOV 9, 2003",$77.65,$240.00,"14,210","1,793",99.07%
"NOV 2, 2003",$77.11,$240.00,"14,237","1,793",99.25%
"OCT 26, 2003",$76.98,$240.00,"14,428","1,793",100.59%
"OCT 19, 2003",$76.75,$240.00,"14,540","1,793",101.37%
"OCT 12, 2003",$77.04,$240.00,"14,187","1,793",98.91%
"OCT 5, 2003",$76.71,$240.00,"13,603","1,793",94.83%
"SEP 28, 2003",$75.16,$240.00,"13,814","1,793",96.31%
"SEP 21, 2003",$77.21,$240.00,"13,128","1,793",91.52%
"SEP 14, 2003",$76.58,$240.00,"12,887","1,793",89.84%
"SEP 7, 2003",$77.03,$240.00,"12,921","1,793",90.08%
"AUG 31, 2003",$77.80,$240.00,"14,574","1,793",101.60%
"AUG 24, 2003",$77.81,$240.00,"14,571","1,793",101.58%
"AUG 17, 2003",$77.40,$240.00,"12,689","1,793",101.10%
"AUG 10, 2003",$77.54,$240.00,"14,526","1,793",101.27%
"AUG 3, 2003",$77.59,$240.00,"14,525","1,793",101.26%
"JUL 27, 2003",$77.41,$240.00,"14,513","1,793",101.18%
"JUL 20, 2003",$77.45,$240.00,"14,485","1,793",100.98%
"JUL 13, 2003",$77.48,$240.00,"14,479","1,793",100.94%
"JUL 6, 2003",$77.30,$240.00,"14,276","1,793",99.53%
"JUN 29, 2003",$77.20,$240.00,"14,466","1,793",100.85%
"JUN 22, 2003",$76.80,$240.00,"14,435","1,793",100.63%
"JUN 15, 2003",$76.93,$240.00,"14,347","1,793",100.02%
"JUN 8, 2003",$76.87,$240.00,"14,329","1,793",99.90%
"JUN 1, 2003",$76.76,$240.00,"13,699","1,793",95.50%
"MAY 25, 2003",$76.99,$240.00,"14,377","1,793",100.23%
"MAY 18, 2003",$76.99,$240.00,"14,449","1,793",100.73%
"MAY 11, 2003",$76.62,$240.00,"13,245","1,793",92.34%
"MAY 4, 2003",$76.64,$240.00,"13,623","1,793",94.97%
"APR 27, 2003",$77.00,$240.00,"14,457","1,793",100.79%
"APR 20, 2003",$77.51,$240.00,"14,443","1,793",100.69%
"APR 13, 2003",$76.88,$240.00,"13,434","1,793",93.66%
"APR 6, 2003",$75.97,$240.00,"12,852","1,793",89.60%
"MAR 30, 2003",$75.43,$240.00,"14,349","1,793",100.03%
"MAR 23, 2003",$75.84,$240.00,"14,422","1,793",100.54%
"MAR 16, 2003",$76.35,$240.00,"13,894","1,793",96.86%
"MAR 9, 2003",$72.71,$240.00,"5,862","1,793",81.73%
"MAR 2, 2003",$76.10,$240.00,"12,887","1,793",89.84%
"FEB 23, 2003",$77.31,$240.00,"14,455","1,793",100.77%
"FEB 16, 2003",$76.75,$240.00,"13,945","1,793",97.22%
"FEB 9, 2003",$76.91,$240.00,"12,359","1,793",86.16%
"FEB 2, 2003",$90.39,$240.00,"10,241","1,793",71.40%
"JAN 26, 2003",$76.88,$240.00,"12,484","1,793",87.03%
"JAN 19, 2003",$77.24,$240.00,"13,636","1,793",95.06%
"JAN 12, 2003",$77.20,$240.00,"13,677","1,793",95.35%
"JAN 5, 2003",$87.64,$240.00,"14,524","1,793",101.25%
"DEC 29, 2002",$87.91,$240.00,"14,532","1,793",101.31%
"DEC 22, 2002",$77.15,$100.00,"14,479","1,793",100.94%
"DEC 15, 2002",$77.11,$100.00,"14,485","1,793",100.98%
"DEC 8, 2002",$77.14,$100.00,"14,488","1,793",101.00%
"DEC 1, 2002",$76.84,$100.00,"14,521","1,793",101.23%
"NOV 24, 2002",$76.61,$100.00,"14,283","1,793",99.57%
"NOV 17, 2002",$76.55,$100.00,"13,968","1,793",97.38%
"NOV 10, 2002",$76.56,$100.00,"14,489","1,793",101.01%
"NOV 3, 2002",$76.78,$100.00,"13,996","1,793",97.57%
"OCT 27, 2002",$76.80,$100.00,"14,458","1,793",100.79%
"OCT 20, 2002",$76.63,$100.00,"14,495","1,793",101.05%
"OCT 13, 2002",$75.14,$100.00,"14,527","1,793",101.28%
"OCT 6, 2002",$76.23,$100.00,"14,257","1,793",99.39%
"SEP 29, 2002",$76.19,$100.00,"14,284","1,793",99.58%
"SEP 22, 2002",$75.77,$100.00,"14,290","1,793",99.62%
"SEP 15, 2002",$75.85,$100.00,"12,923","1,793",90.09%
"SEP 8, 2002",$76.66,$100.00,"14,068","1,793",98.08%
"SEP 1, 2002",$76.20,$100.00,"14,503","1,793",101.11%
"AUG 25, 2002",$75.59,$100.00,"14,503","1,793",101.11%
"AUG 18, 2002",$75.40,$100.00,"14,515","1,793",101.19%
"AUG 11, 2002",$75.24,$100.00,"14,514","1,793",101.19%
"AUG 4, 2002",$75.00,$100.00,"14,515","1,793",101.19%
"JUL 28, 2002",$74.73,$100.00,"14,522","1,793",101.24%
"JUL 21, 2002",$75.03,$100.00,"14,510","1,793",101.16%
"JUL 14, 2002",$75.11,$100.00,"14,515","1,793",101.19%
"JUL 7, 2002",$75.13,$100.00,"14,520","1,793",101.23%
"JUN 30, 2002",$74.42,$100.00,"14,521","1,793",101.23%
"JUN 23, 2002",$73.45,$100.00,"14,515","1,793",101.19%
"JUN 16, 2002",$73.39,$100.00,"14,511","1,793",101.16%
"JUN 9, 2002",$73.28,$100.00,"14,515","1,793",101.19%
"JUN 2, 2002",$73.70,$100.00,"14,518","1,793",101.21%
"MAY 26, 2002",$73.56,$100.00,"14,520","1,793",101.23%
"MAY 19, 2002",$73.57,$100.00,"14,518","1,793",101.21%
"MAY 12, 2002",$73.46,$100.00,"14,513","1,793",101.18%
"MAY 5, 2002",$74.26,$100.00,"16,313","1,793",101.09%
"APR 28, 2002",$73.64,$100.00,"14,516","1,793",101.20%
"APR 21, 2002",$73.25,$100.00,"14,524","1,793",101.25%
"APR 14, 2002",$73.21,$100.00,"14,523","1,793",101.25%
"APR 7, 2002",$73.30,$100.00,"14,527","1,793",101.28%
"MAR 31, 2002",$73.20,$100.00,"14,529","1,793",101.29%
"MAR 24, 2002",$73.20,$100.00,"14,532","1,793",101.31%
"MAR 17, 2002",$73.52,$100.00,"14,505","1,793",101.12%
"MAR 10, 2002",$73.40,$100.00,"14,512","1,793",101.17%
"MAR 3, 2002",$73.95,$100.00,"14,494","1,793",101.05%
"FEB 24, 2002",$73.33,$100.00,"14,532","1,793",101.31%
"FEB 17, 2002",$73.12,$100.00,"14,483","1,793",100.97%
"FEB 10, 2002",$73.24,$90.00,"14,344","1,793",100.00%
"FEB 3, 2002",$73.39,$90.00,"14,316","1,793",99.80%
"JAN 27, 2002",$72.87,$90.00,"14,523","1,793",101.25%
"JAN 20, 2002",$72.29,$90.00,"14,511","1,793",101.16%
"JAN 13, 2002",$72.37,$90.00,"14,487","1,793",101.00%
"JAN 6, 2002",$70.35,$90.00,"14,521","1,793",101.23%
"DEC 30, 2001",$77.69,$90.00,"14,518","1,793",101.21%
"DEC 23, 2001",$71.93,$90.00,"14,528","1,793",101.28%
"DEC 16, 2001",$71.29,$90.00,"14,521","1,793",101.23%
"DEC 9, 2001",$70.77,$90.00,"14,523","1,793",101.25%
"DEC 2, 2001",$71.24,$90.00,"14,499","1,793",101.08%
"NOV 25, 2001",$71.33,$90.00,"14,522","1,793",101.24%
"NOV 18, 2001",$71.04,$90.00,"14,515","1,793",101.19%
"NOV 11, 2001",$71.32,$90.00,"14,520","1,793",101.23%
"NOV 4, 2001",$68.81,$90.00,"14,521","1,793",101.23%
"OCT 28, 2001",$69.13,$90.00,"14,528","1,793",101.28%
"OCT 21, 2001",$69.66,$90.00,"14,505","1,793",101.12%
"OCT 14, 2001",$69.78,$90.00,"14,518","1,793",101.21%
"OCT 7, 2001",$70.52,$90.00,"14,524","1,793",101.25%
"SEP 30, 2001",$71.09,$90.00,"14,524","1,793",101.25%
"SEP 23, 2001",$77.59,$90.00,"12,096","1,793",84.33%
"SEP 16, 2001",$66.22,$90.00,"5,737","1,793",53.33%
"SEP 9, 2001",$70.73,$90.00,"14,503","1,793",101.11%
"SEP 2, 2001",$70.79,$90.00,"14,518","1,793",101.21%
"AUG 26, 2001",$70.85,$90.00,"14,521","1,793",101.23%
"AUG 19, 2001",$70.84,$90.00,"14,523","1,793",101.25%
"AUG 12, 2001",$70.51,$90.00,"14,516","1,793",101.20%
"AUG 5, 2001",$71.27,$90.00,"14,522","1,793",101.24%
"JUL 29, 2001",$70.25,$90.00,"14,530","1,793",101.30%
"JUL 22, 2001",$70.01,$90.00,"14,516","1,793",101.20%
"JUL 15, 2001",$69.85,$90.00,"14,508","1,793",101.14%
"JUL 8, 2001",$70.12,$90.00,"14,516","1,793",101.20%
"JUL 1, 2001",$69.64,$90.00,"14,519","1,793",101.22%
"JUN 24, 2001",$69.48,$90.00,"14,507","1,793",101.14%
"JUN 17, 2001",$69.35,$90.00,"14,503","1,793",101.11%
"JUN 10, 2001",$69.61,$90.00,"14,496","1,793",101.06%
"JUN 3, 2001",$69.35,$90.00,"14,519","1,793",101.22%
"MAY 27, 2001",$69.29,$90.00,"14,507","1,793",101.14%
"MAY 20, 2001",$69.27,$90.00,"14,499","1,793",101.08%
"MAY 13, 2001",$69.30,$90.00,"14,507","1,793",101.14%
"MAY 6, 2001",$68.95,$90.00,"14,501","1,793",101.09%
"APR 29, 2001",$68.85,$90.00,"14,508","1,793",101.14%
"APR 22, 2001",$68.77,$90.00,"14,512","1,793",101.17%
"APR 15, 2001",$68.70,$90.00,"14,511","1,793",101.16%
"APR 8, 2001",$69.08,$90.00,"14,503","1,793",101.11%
"APR 1, 2001",$68.91,$90.00,"14,509","1,793",101.15%
"MAR 25, 2001",$68.96,$90.00,"14,511","1,793",101.16%
"MAR 18, 2001",$68.93,$90.00,"14,512","1,793",101.17%
"MAR 11, 2001",$69.00,$90.00,"14,516","1,793",101.20%
"MAR 4, 2001",$69.09,$90.00,"14,513","1,793",101.18%
"FEB 25, 2001",$69.21,$90.00,"14,501","1,793",101.09%
"FEB 18, 2001",$69.29,$90.00,"14,515","1,793",101.19%
"FEB 11, 2001",$69.37,$90.00,"14,516","1,793",101.20%
"FEB 4, 2001",$69.46,$90.00,"14,514","1,793",101.19%
"JAN 28, 2001",$69.37,$90.00,"14,525","1,793",101.26%
"JAN 21, 2001",$70.15,$90.00,"14,525","1,793",101.26%
"JAN 14, 2001",$69.23,$90.00,"14,521","1,793",101.23%
"JAN 7, 2001",$69.24,$90.00,"14,527","1,793",101.28%
"DEC 31, 2000",$76.81,$95.00,"14,528","1,793",101.28%
"DEC 24, 2000",$76.70,$90.00,"14,521","1,793",101.23%
"DEC 17, 2000",$67.25,$90.00,"14,519","1,793",101.22%
"DEC 10, 2000",$66.90,$90.00,"14,519","1,793",101.22%
"DEC 3, 2000",$67.20,$90.00,"14,517","1,793",101.21%
"NOV 26, 2000",$69.18,$90.00,"14,522","1,793",101.24%
"NOV 19, 2000",$67.09,$90.00,"14,508","1,793",101.14%
"NOV 12, 2000",$67.29,$90.00,"14,516","1,793",101.20%
"NOV 5, 2000",$67.10,$90.00,"14,520","1,793",101.23%
"OCT 29, 2000",$67.40,$90.00,"14,519","1,793",101.22%
"OCT 22, 2000",$67.39,$90.00,"14,515","1,793",101.19%
"OCT 15, 2000",$67.35,$90.00,"14,517","1,793",101.21%
"OCT 8, 2000",$67.34,$90.00,"14,518","1,793",101.21%
"OCT 1, 2000",$66.75,$90.00,"14,517","1,793",101.21%
"SEP 24, 2000",$66.90,$90.00,"14,519","1,793",101.22%
"SEP 17, 2000",$66.83,$90.00,"14,515","1,793",101.19%
"SEP 10, 2000",$66.80,$90.00,"14,522","1,793",101.24%
"SEP 3, 2000",$67.26,$90.00,"14,518","1,793",101.21%
"AUG 27, 2000",$66.46,$90.00,"14,512","1,793",101.17%
"AUG 20, 2000",$67.04,$90.00,"14,515","1,793",101.19%
"AUG 13, 2000",$67.08,$90.00,"14,519","1,793",101.22%
"AUG 6, 2000",$67.02,$90.00,"14,518","1,793",101.21%
"JUL 30, 2000",$67.10,$90.00,"14,528","1,793",101.28%
"JUL 23, 2000",$66.89,$90.00,"14,517","1,793",101.21%
"JUL 16, 2000",$66.61,$90.00,"14,511","1,793",101.16%
"JUL 9, 2000",$66.78,$90.00,"14,517","1,793",101.21%
"JUL 2, 2000",$66.72,$90.00,"14,514","1,793",101.19%
"JUN 25, 2000",$66.26,$90.00,"14,508","1,793",101.14%
"JUN 18, 2000",$66.44,$90.00,"14,517","1,793",101.21%
"JUN 11, 2000",$65.94,$90.00,"14,508","1,793",101.14%
"JUN 4, 2000",$66.41,$90.00,"14,521","1,793",101.23%
"MAY 28, 2000",$66.34,$90.00,"14,514","1,793",101.19%
"MAY 21, 2000",$66.46,$90.00,"14,510","1,793",101.16%
"MAY 14, 2000",$66.36,$90.00,"14,513","1,793",101.18%
"MAY 7, 2000",$66.11,$90.00,"14,514","1,793",101.19%
"APR 30, 2000",$66.24,$90.00,"14,519","1,793",101.22%
"APR 23, 2000",$66.45,$90.00,"14,518","1,793",101.21%
"APR 16, 2000",$66.14,$90.00,"14,514","1,793",101.19%
"APR 9, 2000",$66.09,$90.00,"14,500","1,793",101.09%
"APR 2, 2000",$66.22,$90.00,"14,509","1,793",101.15%
"MAR 26, 2000",$64.71,$90.00,"14,516","1,793",101.20%
"MAR 19, 2000",$64.57,$90.00,"14,520","1,793",101.23%
"MAR 12, 2000",$64.30,$90.00,"14,514","1,793",101.19%
"MAR 5, 2000",$64.37,$90.00,"14,524","1,793",101.25%
"FEB 27, 2000",$64.39,$90.00,"14,515","1,793",101.19%
"FEB 20, 2000",$64.40,$90.00,"14,527","1,793",101.28%
"FEB 13, 2000",$64.61,$90.00,"14,523","1,793",101.25%
"FEB 6, 2000",$64.57,$90.00,"14,519","1,793",101.22%
"JAN 30, 2000",$64.13,$85.00,"14,520","1,793",101.23%
"JAN 23, 2000",$64.13,$85.00,"14,509","1,793",101.15%
"JAN 16, 2000",$64.06,$85.00,"14,513","1,793",101.18%
"JAN 9, 2000",$63.95,$80.00,"14,508","1,793",101.14%
"JAN 2, 2000",$73.97,$90.00,"14,509","1,793",101.15%
"DEC 26, 1999",$72.96,$90.00,"14,531","1,793",101.30%
"DEC 19, 1999",$62.94,$80.00,"14,522","1,793",101.24%
"DEC 12, 1999",$62.72,$80.00,"14,510","1,793",101.16%
"DEC 5, 1999",$62.99,$80.00,"14,508","1,793",101.14%
"NOV 28, 1999",$64.68,$80.00,"14,514","1,793",101.19%
"NOV 21, 1999",$63.36,$80.00,"16,319","1,793",101.13%
"NOV 14, 1999",$62.71,$80.00,"14,512","1,793",101.17%
"NOV 7, 1999",$62.94,$80.00,"14,518","1,793",101.21%
"OCT 31, 1999",$61.73,$80.00,"14,518","1,754",103.46%
"OCT 24, 1999",$61.19,$80.00,"14,514","1,754",103.44%
"OCT 17, 1999",$61.33,$80.00,"14,502","1,754",103.35%
"OCT 10, 1999",$61.04,$80.00,"14,509","1,754",103.40%
"OCT 3, 1999",$61.11,$80.00,"14,502","1,754",103.35%
"SEP 26, 1999",$61.54,$80.00,"14,381","1,754",102.49%
"SEP 19, 1999",$61.53,$80.00,"14,245","1,754",101.52%
"SEP 12, 1999",$62.03,$80.00,"14,199","1,754",101.19%
"SEP 5, 1999",$61.69,$80.00,"14,196","1,754",101.17%
"AUG 29, 1999",$61.61,$80.00,"14,218","1,754",101.33%
"AUG 22, 1999",$60.91,$80.00,"14,218","1,754",101.33%
"AUG 15, 1999",$61.16,$80.00,"14,212","1,754",101.28%
"AUG 8, 1999",$61.82,$80.00,"14,218","1,754",101.33%
"AUG 1, 1999",$61.15,$80.00,"14,216","1,754",101.31%
"JUL 25, 1999",$61.17,$80.00,"14,222","1,754",101.35%
"JUL 18, 1999",$62.00,$80.00,"14,215","1,754",101.30%
"JUL 11, 1999",$61.13,$80.00,"14,225","1,754",101.38%
"JUL 4, 1999",$61.58,$80.00,"13,327","1,754",94.98%
"JUN 27, 1999",$60.68,$80.00,"14,218","1,754",101.33%
"JUN 20, 1999",$60.48,$80.00,"14,224","1,754",101.37%
"JUN 13, 1999",$60.14,$80.00,"14,216","1,754",101.31%
"JUN 6, 1999",$60.19,$80.00,"14,217","1,754",101.32%
"MAY 30, 1999",$60.85,$80.00,"14,209","1,754",101.26%
"MAY 23, 1999",$60.61,$80.00,"14,210","1,754",101.27%
"MAY 16, 1999",$60.45,$80.00,"14,207","1,754",101.25%
"MAY 9, 1999",$60.20,$80.00,"14,213","1,754",101.29%
"MAY 2, 1999",$60.15,$80.00,"14,209","1,754",101.26%
"APR 25, 1999",$59.47,$80.00,"14,218","1,754",101.33%
"APR 18, 1999",$59.62,$80.00,"14,204","1,754",101.23%
"APR 11, 1999",$59.42,$80.00,"14,206","1,754",101.24%
"MAR 28, 1999",$59.36,$80.00,"14,216","1,754",101.31%
"MAR 21, 1999",$59.87,$80.00,"14,214","1,754",101.30%
"MAR 14, 1999",$59.67,$80.00,"14,212","1,754",101.28%
"MAR 7, 1999",$59.39,$80.00,"14,211","1,754",101.28%
"FEB 28, 1999",$59.63,$80.00,"14,209","1,754",101.26%
"FEB 21, 1999",$59.37,$80.00,"14,211","1,754",101.28%
"FEB 14, 1999",$59.46,$80.00,"14,203","1,754",101.22%
"FEB 7, 1999",$59.46,$80.00,"14,205","1,754",101.23%
"JAN 31, 1999",$59.26,$80.00,"14,199","1,754",101.19%
"JAN 24, 1999",$59.39,$80.00,"14,193","1,754",101.15%
"JAN 17, 1999",$58.78,$80.00,"14,206","1,754",101.24%
"JAN 10, 1999",$59.22,$80.00,"14,195","1,754",101.16%
"JAN 3, 1999",$69.64,$95.00,"14,204","1,754",101.23%
"DEC 27, 1998",$69.05,$80.00,"14,216","1,754",101.31%
"DEC 20, 1998",$58.38,$80.00,"14,191","1,745",101.65%
"DEC 13, 1998",$58.56,$80.00,"15,949","1,745",101.55%
"DEC 6, 1998",$57.91,$80.00,"14,198","1,745",101.70%
"NOV 29, 1998",$59.63,$80.00,"14,204","1,745",101.75%
"NOV 22, 1998",$57.82,$80.00,"14,201","1,745",101.73%
"NOV 15, 1998",$57.81,$80.00,"14,187","1,745",101.63%
"NOV 8, 1998",$58.10,$80.00,"14,202","1,745",101.73%
"NOV 1, 1998",$57.97,$80.00,"14,205","1,745",101.76%
"OCT 25, 1998",$57.93,$80.00,"14,193","1,745",101.67%
"OCT 18, 1998",$57.72,$75.00,"14,193","1,745",101.67%
"OCT 11, 1998",$58.13,$75.00,"14,217","1,745",101.84%
"OCT 4, 1998",$57.96,$75.00,"14,208","1,745",101.78%
"SEP 27, 1998",$57.74,$75.00,"14,211","1,745",101.80%
"SEP 20, 1998",$65.67,$75.00,"14,178","1,745",90.28%
"SEP 13, 1998",$57.66,$75.00,"14,205","1,745",101.76%
"SEP 6, 1998",$57.88,$75.00,"14,208","1,745",101.78%
"AUG 30, 1998",$58.04,$75.00,"14,204","1,745",101.75%
"AUG 23, 1998",$57.69,$75.00,"14,195","1,745",101.68%
"AUG 16, 1998",$57.63,$75.00,"14,203","1,745",101.74%
"AUG 9, 1998",$57.52,$75.00,"14,193","1,745",101.67%
"AUG 2, 1998",$57.68,$75.00,"14,192","1,745",101.66%
"JUL 26, 1998",$57.28,$75.00,"14,196","1,745",101.69%
"JUL 19, 1998",$57.66,$75.00,"14,075","1,745",100.82%
"JUL 12, 1998",$57.38,$75.00,"14,196","1,745",101.69%
"JUL 5, 1998",$57.09,$75.00,"13,202","1,745",94.57%
"JUN 28, 1998",$57.22,$75.00,"14,197","1,745",101.70%
"JUN 21, 1998",$57.21,$75.00,"14,216","1,745",101.83%
"JUN 14, 1998",$56.92,$75.00,"14,189","1,745",101.64%
"JUN 7, 1998",$56.88,$75.00,"14,164","1,745",101.46%
"MAY 31, 1998",$57.20,$75.00,"14,042","1,745",100.59%
"MAY 24, 1998",$57.18,$75.00,"14,094","1,745",100.96%
"MAY 17, 1998",$57.14,$75.00,"14,076","1,745",100.83%
"MAY 10, 1998",$57.09,$75.00,"14,030","1,745",100.50%
"MAY 3, 1998",$56.99,$75.00,"14,090","1,745",100.93%
"APR 26, 1998",$57.03,$75.00,"14,096","1,745",100.97%
"APR 19, 1998",$56.99,$75.00,"14,082","1,745",100.87%
"APR 12, 1998",$57.68,$75.00,"14,120","1,745",101.15%
"APR 5, 1998",$57.14,$75.00,"14,148","1,745",101.35%
"MAR 29, 1998",$57.14,$75.00,"14,090","1,745",100.93%
"MAR 22, 1998",$56.78,$75.00,"14,099","1,745",101.00%
"MAR 15, 1998",$56.61,$75.00,"14,117","1,745",101.12%
"MAR 8, 1998",$57.05,$75.00,"14,098","1,745",100.99%
"MAR 1, 1998",$57.03,$75.00,"13,997","1,745",100.27%
"FEB 22, 1998",$57.18,$75.00,"14,031","1,745",100.51%
"FEB 15, 1998",$57.03,$75.00,"14,022","1,745",100.44%
"FEB 8, 1998",$57.07,$75.00,"13,992","1,745",100.23%
"FEB 1, 1998",$57.22,$75.00,"14,015","1,745",100.39%
"JAN 25, 1998",$57.27,$75.00,"14,011","1,745",100.37%
"JAN 18, 1998",$56.93,$75.00,"14,007","1,745",100.34%
"JAN 11, 1998",$57.06,$75.00,"14,024","1,745",100.46%
"JAN 4, 1998",$60.21,$75.00,"14,128","1,745",101.20%
"DEC 28, 1997",$61.84,$75.00,"14,131","1,745",101.22%
"DEC 21, 1997",$56.58,$75.00,"14,115","1,745",101.11%
"DEC 14, 1997",$56.29,$75.00,"14,097","1,745",100.98%
"DEC 7, 1997",$56.50,$75.00,"14,103","1,745",101.02%
"NOV 30, 1997",$57.56,$75.00,"14,088","1,745",100.92%
"NOV 23, 1997",$56.08,$75.00,"13,489","1,745",96.63%
"NOV 16, 1997",$56.52,$75.00,"11,397","1,745",81.64%
"NOV 9, 1997",$56.42,$75.00,"13,372","1,745",95.79%
"NOV 2, 1997",$56.75,$75.00,"11,811","1,745",84.61%
"OCT 26, 1997",$58.12,$75.00,"12,460","1,745",89.26%
"OCT 19, 1997",$59.26,$75.00,"10,645","1,745",87.15%
